Lote,Centr√≠fuga,Centrifugada (1 o 2),Volumen centrifugado (L),Turbidez
23074.0,14246,2,400,22.6
23076.0,17825,1,200,30.8
23076.0,17825,1,400,30.9
23076.0,17825,1,600,30.9
23076.0,17825,1,800,30.7
23076.0,17825,1,1000,30.9
23076.0,17825,1,1200,31.5
23076.0,17825,1,1400,31.6
23076.0,17825,1,1600,31.5
23076.0,17825,1,1800,31.1
23076.0,17825,1,2000,31.4
23076.0,17825,2,100,25.8
23076.0,17825,2,200,26.4
23076.0,17825,2,300,26.6
23076.0,17825,2,400,26.3
23077.0,14246,1,200,29.8
23077.0,14246,1,400,29.4
23077.0,14246,1,600,29.0
23077.0,14246,1,800,29.8
23077.0,14246,1,1000,31.0
23077.0,14246,1,1200,30.7
23077.0,14246,1,1400,30.1
23077.0,14246,1,1600,30.3
23077.0,14246,1,1800,29.8
23077.0,14246,1,2000,30.5
23077.0,14246,2,100,17.0
23077.0,14246,2,200,21.2
23077.0,14246,2,300,25.0
23077.0,14246,2,400,20.2
23078.0,17825,1,200,31.9
23078.0,17825,1,400,30.7
23078.0,17825,1,600,31.8
23078.0,17825,1,800,31.3
23078.0,17825,1,1000,31.8
23078.0,17825,1,1200,31.5
23078.0,17825,1,1400,32.5
23078.0,17825,1,1600,31.8
23078.0,17825,1,1800,31.7
23078.0,17825,1,2000,31.4
23078.0,17825,2,100,19.5
23078.0,17825,2,200,21.0
23078.0,17825,2,300,20.9
23078.0,17825,2,400,20.6
23079.0,14246,1,200,31.9
23079.0,14246,1,400,31.3
23079.0,14246,1,600,32.1
23079.0,14246,1,800,31.7
23079.0,14246,1,1000,32.1
23079.0,14246,1,1200,31.8
23079.0,14246,1,1400,31.8
23079.0,14246,1,1600,31.5
23079.0,14246,1,1800,31.0
23079.0,14246,1,2000,31.4
23079.0,14246,2,100,22.4
23079.0,14246,2,200,22.6
23079.0,14246,2,300,22.6
23079.0,14246,2,400,22.9
23080.0,17825,1,200,31.4
23080.0,17825,1,400,31.0
23080.0,17825,1,600,31.3
23080.0,17825,1,800,31.8
23080.0,17825,1,1000,31.8
23080.0,17825,1,1200,31.7
23080.0,17825,1,1400,30.6
23080.0,17825,1,1600,31.6
23080.0,17825,1,1800,31.7
23080.0,17825,1,2000,31.8
23080.0,17825,2,100,22.8
23080.0,17825,2,200,22.6
23080.0,17825,2,300,23.0
23080.0,17825,2,400,22.7
23083.0,17825,1,200,137.6
23083.0,17825,1,400,134.4
23083.0,17825,1,600,136.0
23083.0,17825,1,800,144.8
23083.0,17825,1,1000,149.6
23083.0,17825,1,1200,148.0
23083.0,17825,1,1400,124.8
23083.0,17825,1,1600,140.0
23083.0,17825,1,1800,151.2
23083.0,17825,1,2000,147.2
23083.0,17825,2,100,157.8
23083.0,17825,2,200,154.2
23083.0,17825,2,300,156.9
23083.0,17825,2,400,157.0
23084.0,14246,1,200,151.2
23084.0,14246,1,400,152.0
23084.0,14246,1,600,166.4
23084.0,14246,1,800,168.8
23084.0,14246,1,1000,175.2
23084.0,14246,1,1200,184.0
23084.0,14246,1,1400,164.8
23084.0,14246,1,1600,178.8
23084.0,14246,1,1800,184.5
23084.0,14246,1,2000,
23084.0,14246,2,100,152.0
23084.0,14246,2,200,141.0
23084.0,14246,2,300,154.8
23084.0,14246,2,400,151.4
,14246,1,200,29.9
,14246,1,400,32.6
,14246,1,600,33.0
,14246,1,800,32.6
,14246,1,1000,33.3
,14246,1,1200,31.2
,14246,1,1400,33.1
,14246,1,1600,33.4
,14246,1,1800,32.4
,14246,1,2000,33.0
,14246,2,100,21.9
,14246,2,200,18.9
,14246,2,300,20.6
,14246,2,400,20.2
23081.0,17825,1,200,28.2
23081.0,17825,1,400,28.9
23081.0,17825,1,600,29.0
23081.0,17825,1,800,29.0
23081.0,17825,1,1000,29.0
23081.0,17825,1,1200,29.0
23081.0,17825,1,1400,28.8
23081.0,17825,1,1600,29.2
23081.0,17825,1,1800,29.1
23081.0,17825,1,2000,28.9
23081.0,17825,2,100,15.4
23081.0,17825,2,200,14.9
23081.0,17825,2,300,15.4
23081.0,17825,2,400,15.4
23082.0,14246,1,200,29.4
23082.0,14246,1,400,31.6
23082.0,14246,1,600,32.1
23082.0,14246,1,800,31.0
23082.0,14246,1,1000,30.7
23082.0,14246,1,1200,30.7
23082.0,14246,1,1400,29.4
23082.0,14246,1,1600,29.0
23082.0,14246,1,1800,29.5
23082.0,14246,1,2000,29.0
23082.0,14246,2,100,22.2
23082.0,14246,2,200,19.9
23082.0,14246,2,300,6.5
23082.0,14246,2,400,23.0
23085.0,14246,1,200,26.6
23085.0,14246,1,400,28.6
23085.0,14246,1,600,29.7
23085.0,14246,1,800,30.6
23085.0,14246,1,1000,29.1
23085.0,14246,1,1200,29.9
23085.0,14246,1,1400,28.6
23085.0,14246,1,1600,28.7
23085.0,14246,1,1800,28.6
23085.0,14246,1,2000,28.6
23085.0,14246,2,100,17.8
23085.0,14246,2,200,17.4
23085.0,14246,2,300,17.7
23085.0,14246,2,400,17.5
23086.0,17825,1,200,32.2
23086.0,17825,1,400,32.1
23086.0,17825,1,600,31.4
23086.0,17825,1,800,28.6
23086.0,17825,1,1000,30.2
23086.0,17825,1,1200,30.2
23086.0,17825,1,1400,29.6
23086.0,17825,1,1600,29.9
23086.0,17825,1,1800,30.5
23086.0,17825,1,2000,31.0
23086.0,17825,2,100,20.6
23086.0,17825,2,200,22.6
23086.0,17825,2,300,23.1
23086.0,17825,2,400,21.9
23087.0,14246,1,200,36.6
23087.0,14246,1,400,36.6
23087.0,14246,1,600,34.3
23087.0,14246,1,800,35.7
23087.0,14246,1,1000,36.5
23087.0,14246,1,1200,36.6
23087.0,14246,1,1400,37.4
23087.0,14246,1,1600,37.6
23087.0,14246,1,1800,37.7
23087.0,14246,1,2000,38.7
23087.0,14246,2,100,45.0
23087.0,14246,2,200,42.9
23087.0,14246,2,300,44.1
23087.0,14246,2,400,43.9
23088.0,14246,1,200,32.3
23088.0,14246,1,400,31.1
23088.0,14246,1,600,32.5
23088.0,14246,1,800,30.8
23088.0,14246,1,1000,31.3
23088.0,14246,1,1200,31.7
23088.0,14246,1,1400,31.2
23088.0,14246,1,1600,32.4
23088.0,14246,1,1800,31.7
23088.0,14246,1,2000,31.8
23088.0,14246,2,100,20.6
23088.0,14246,2,200,21.6
23088.0,14246,2,300,21.9
23088.0,14246,2,400,21.8
23093.0,14246,1,200,30.1
23093.0,14246,1,400,29.4
23093.0,14246,1,600,28.3
23093.0,14246,1,800,28.2
23093.0,14246,1,1000,28.6
23093.0,14246,1,1200,28.2
23093.0,14246,1,1400,28.7
23093.0,14246,1,1600,29.2
23093.0,14246,1,1800,28.9
23093.0,14246,1,2000,29.5
23093.0,14246,2,100,24.1
23093.0,14246,2,200,20.5
23093.0,14246,2,300,19.5
23093.0,14246,2,400,18.4
23089.0,17825,1,200,30.2
23089.0,17825,1,400,30.3
23089.0,17825,1,600,30.4
23089.0,17825,1,800,30.5
23089.0,17825,1,1000,30.9
23089.0,17825,1,1200,30.1
23089.0,17825,1,1400,30.4
23089.0,17825,1,1600,30.8
23089.0,17825,1,1800,30.6
23089.0,17825,1,2000,30.4
23089.0,17825,2,100,18.2
23089.0,17825,2,200,18.9
23089.0,17825,2,300,17.2
23089.0,17825,2,400,17.4
23090.0,12912,1,200,27.3
23090.0,12912,1,400,26.6
23090.0,12912,1,600,26.8
23090.0,12912,1,800,27.0
23090.0,12912,1,1000,26.8
23090.0,12912,1,1200,27.2
23090.0,12912,1,1400,26.6
23090.0,12912,1,1600,27.1
23090.0,12912,1,1800,26.8
23090.0,12912,1,2000,27.4
23090.0,12912,2,100,14.7
23090.0,12912,2,200,11.4
23090.0,12912,2,300,12.7
23090.0,12912,2,400,13.7
23091.0,14246,1,200,25.0
23091.0,14246,1,400,25.0
23091.0,14246,1,600,24.2
23091.0,14246,1,800,24.0
23091.0,14246,1,1000,24.5
23091.0,14246,1,1200,24.6
23091.0,14246,1,1400,24.8
23091.0,14246,1,1600,24.7
23091.0,14246,1,1800,24.8
23091.0,14246,1,2000,24.4
23091.0,14246,2,100,25.5
23091.0,14246,2,200,27.0
23091.0,14246,2,300,26.1
23091.0,14246,2,400,26.5
23092.0,17825,1,200,32.1
23092.0,17825,1,400,31.2
23092.0,17825,1,600,32.2
23092.0,17825,1,800,31.9
23092.0,17825,1,1000,31.4
23092.0,17825,1,1200,31.8
23092.0,17825,1,1400,32.0
23092.0,17825,1,1600,31.8
23092.0,17825,1,1800,32.1
23092.0,17825,1,2000,31.9
23092.0,17825,2,100,28.5
23092.0,17825,2,200,26.5
23092.0,17825,2,300,26.8
23092.0,17825,2,400,27.4
23094.0,17825,1,200,21.2
23094.0,17825,1,400,21.4
23094.0,17825,1,600,21.7
23094.0,17825,1,800,22.2
23094.0,17825,1,1000,24.5
23094.0,17825,1,1200,23.0
23094.0,17825,1,1400,22.6
23094.0,17825,1,1600,22.8
23094.0,17825,1,1800,22.2
23094.0,17825,1,2000,22.7
23094.0,17825,2,100,10.3
23094.0,17825,2,200,10.0
23094.0,17825,2,300,10.0
23094.0,17825,2,400,10.2
23095.0,12912,1,200,22.1
23095.0,12912,1,400,21.8
23095.0,12912,1,600,22.6
23095.0,12912,1,800,21.2
23095.0,12912,1,1000,21.4
23095.0,12912,1,1200,21.8
23095.0,12912,1,1400,22.2
23095.0,12912,1,1600,21.7
23095.0,12912,1,1800,21.2
23095.0,12912,1,2000,21.5
23095.0,12912,2,100,10.5
23095.0,12912,2,200,10.2
23095.0,12912,2,300,10.2
23095.0,12912,2,400,10.5
23096.0,14246,1,200,25.8
23096.0,14246,1,400,25.9
23096.0,14246,1,600,25.0
23096.0,14246,1,800,24.4
23096.0,14246,1,1000,24.5
23096.0,14246,1,1200,25.1
23096.0,14246,1,1400,25.4
23096.0,14246,1,1600,26.2
23096.0,14246,1,1800,25.4
23096.0,14246,1,2000,25.0
23096.0,14246,2,100,18.6
23096.0,14246,2,200,18.4
23096.0,14246,2,300,18.7
23096.0,14246,2,400,18.7
23097.0,12912,1,200,28.7
23097.0,12912,1,400,28.0
23097.0,12912,1,600,27.5
23097.0,12912,1,800,27.2
23097.0,12912,1,1000,28.9
23097.0,12912,1,1200,29.2
23097.0,12912,1,1400,27.8
23097.0,12912,1,1600,27.8
23097.0,12912,1,1800,28.1
23097.0,12912,1,2000,29.0
23097.0,12912,2,100,20.6
23097.0,12912,2,200,20.3
23097.0,12912,2,300,20.4
23097.0,12912,2,400,20.7
23098.0,17825,1,200,30.2
23098.0,17825,1,400,30.5
23098.0,17825,1,600,29.8
23098.0,17825,1,800,29.6
23098.0,17825,1,1000,30.4
23098.0,17825,1,1200,30.1
23098.0,17825,1,1400,30.2
23098.0,17825,1,1600,29.7
23098.0,17825,1,1800,30.2
23098.0,17825,1,2000,30.1
23098.0,17825,2,100,15.0
23098.0,17825,2,200,15.4
23098.0,17825,2,300,15.3
23098.0,17825,2,400,15.6
23099.0,12912,1,200,33.6
23099.0,12912,1,400,31.1
23099.0,12912,1,600,33.8
23099.0,12912,1,800,33.8
23099.0,12912,1,1000,32.6
23099.0,12912,1,1200,34.1
23099.0,12912,1,1400,33.8
23099.0,12912,1,1600,33.5
23099.0,12912,1,1800,32.9
23099.0,12912,1,2000,
23099.0,12912,2,100,22.1
23099.0,12912,2,200,22.6
23099.0,12912,2,300,21.9
23099.0,12912,2,400,22.3
23100.0,17825,1,200,33.6
23100.0,17825,1,400,33.7
23100.0,17825,1,600,33.0
23100.0,17825,1,800,33.8
23100.0,17825,1,1000,32.5
23100.0,17825,1,1200,33.0
23100.0,17825,1,1400,32.9
23100.0,17825,1,1600,33.8
23100.0,17825,1,1800,33.4
23100.0,17825,1,2000,
23100.0,17825,2,100,17.4
23100.0,17825,2,200,17.9
23100.0,17825,2,300,17.7
23100.0,17825,2,400,18.1
23101.0,14246,1,200,28.1
23101.0,14246,1,400,28.0
23101.0,14246,1,600,28.9
23101.0,14246,1,800,27.9
23101.0,14246,1,1000,27.8
23101.0,14246,1,1200,27.4
23101.0,14246,1,1400,27.8
23101.0,14246,1,1600,27.9
23101.0,14246,1,1800,27.7
23101.0,14246,1,2000,27.2
23101.0,14246,2,100,20.0
23101.0,14246,2,200,19.8
23101.0,14246,2,300,19.4
23101.0,14246,2,400,19.9
23102.0,12912,1,200,31.5
23102.0,12912,1,400,31.0
23102.0,12912,1,600,30.9
23102.0,12912,1,800,31.4
23102.0,12912,1,1000,31.0
23102.0,12912,1,1200,30.1
23102.0,12912,1,1400,30.5
23102.0,12912,1,1600,30.7
23102.0,12912,1,1800,30.7
23102.0,12912,1,2000,31.0
23102.0,12912,2,100,20.6
23102.0,12912,2,200,19.7
23102.0,12912,2,300,19.1
23102.0,12912,2,400,19.4
23106.0,14246,1,200,27.8
23106.0,14246,1,400,27.8
23106.0,14246,1,600,27.8
23106.0,14246,1,800,27.7
23106.0,14246,1,1000,27.6
23106.0,14246,1,1200,27.4
23106.0,14246,1,1400,27.4
23106.0,14246,1,1600,27.4
23106.0,14246,1,1800,28.0
23106.0,14246,1,2000,27.5
23106.0,14246,2,100,27.1
23106.0,14246,2,200,27.0
23106.0,14246,2,300,24.3
23106.0,14246,2,400,25.5
23107.0,17825,1,200,30.8
23107.0,17825,1,400,31.0
23107.0,17825,1,600,30.6
23107.0,17825,1,800,31.0
23107.0,17825,1,1000,31.2
23107.0,17825,1,1200,31.4
23107.0,17825,1,1400,31.6
23107.0,17825,1,1600,30.6
23107.0,17825,1,1800,30.7
23107.0,17825,1,2000,30.6
23107.0,17825,2,100,25.3
23107.0,17825,2,200,24.6
23107.0,17825,2,300,23.1
23107.0,17825,2,400,22.2
23103.0,14246,1,200,30.6
23103.0,14246,1,400,28.0
23103.0,14246,1,600,29.7
23103.0,14246,1,800,29.3
23103.0,14246,1,1000,30.5
23103.0,14246,1,1200,30.2
23103.0,14246,1,1400,30.7
23103.0,14246,1,1600,31.1
23103.0,14246,1,1800,30.2
23103.0,14246,1,2000,30.6
23103.0,14246,2,100,26.5
23103.0,14246,2,200,27.5
23103.0,14246,2,300,27.8
23103.0,14246,2,400,27.1
23104.0,12912,1,200,29.5
23104.0,12912,1,400,30.8
23104.0,12912,1,600,28.0
23104.0,12912,1,800,29.4
23104.0,12912,1,1000,30.2
23104.0,12912,1,1200,28.9
23104.0,12912,1,1400,27.8
23104.0,12912,1,1600,28.6
23104.0,12912,1,1800,27.8
23104.0,12912,1,2000,28.2
23104.0,12912,2,100,24.0
23104.0,12912,2,200,23.7
23104.0,12912,2,300,23.3
23104.0,12912,2,400,23.7
23105.0,17825,1,200,31.4
23105.0,17825,1,400,31.0
23105.0,17825,1,600,30.3
23105.0,17825,1,800,30.6
23105.0,17825,1,1000,30.8
23105.0,17825,1,1200,29.8
23105.0,17825,1,1400,30.4
23105.0,17825,1,1600,30.9
23105.0,17825,1,1800,30.3
23105.0,17825,1,2000,30.2
23105.0,17825,2,100,27.0
23105.0,17825,2,200,28.0
23105.0,17825,2,300,27.8
23105.0,17825,2,400,27.8
23108.0,12912,1,200,32.0
23108.0,12912,1,400,31.4
23108.0,12912,1,600,31.4
23108.0,12912,1,800,31.9
23108.0,12912,1,1000,32.0
23108.0,12912,1,1200,32.2
23108.0,12912,1,1400,32.1
23108.0,12912,1,1600,32.2
23108.0,12912,1,1800,32.0
23108.0,12912,1,2000,
23108.0,12912,2,100,20.7
23108.0,12912,2,200,21.0
23108.0,12912,2,300,20.9
23108.0,12912,2,400,20.6
23109.0,14246,1,200,33.4
23109.0,14246,1,400,34.4
23109.0,14246,1,600,34.5
23109.0,14246,1,800,34.4
23109.0,14246,1,1000,34.2
23109.0,14246,1,1200,35.0
23109.0,14246,1,1400,35.8
23109.0,14246,1,1600,35.6
23109.0,14246,1,1800,35.4
23109.0,14246,1,2000,
23109.0,14246,2,100,26.9
23109.0,14246,2,200,29.0
23109.0,14246,2,300,27.4
23109.0,14246,2,400,27.8
23110.0,17825,1,200,30.3
23110.0,17825,1,400,30.4
23110.0,17825,1,600,31.0
23110.0,17825,1,800,31.1
23110.0,17825,1,1000,31.4
23110.0,17825,1,1200,31.3
23110.0,17825,1,1400,31.1
23110.0,17825,1,1600,31.4
23110.0,17825,1,1800,31.5
23110.0,17825,1,2000,31.3
23110.0,17825,2,100,22.0
23110.0,17825,2,200,22.6
23110.0,17825,2,300,23.1
23110.0,17825,2,400,22.4
23111.0,12912,1,200,27.2
23111.0,12912,1,400,28.6
23111.0,12912,1,600,28.5
23111.0,12912,1,800,28.6
23111.0,12912,1,1000,28.6
23111.0,12912,1,1200,29.1
23111.0,12912,1,1400,29.0
23111.0,12912,1,1600,28.5
23111.0,12912,1,1800,29.0
23111.0,12912,1,2000,28.0
23111.0,12912,2,100,24.9
23111.0,12912,2,200,25.9
23111.0,12912,2,300,23.7
23111.0,12912,2,400,24.1
23115.0,12912,1,200,29.6
23115.0,12912,1,400,29.2
23115.0,12912,1,600,29.3
23115.0,12912,1,800,29.8
23115.0,12912,1,1000,29.5
23115.0,12912,1,1200,29.4
23115.0,12912,1,1400,29.7
23115.0,12912,1,1600,29.6
23115.0,12912,1,1800,29.8
23115.0,12912,1,2000,29.5
23115.0,12912,2,100,24.3
23115.0,12912,2,200,23.0
23115.0,12912,2,300,24.0
23115.0,12912,2,400,24.2
23116.0,17825,1,200,29.7
23116.0,17825,1,400,29.4
23116.0,17825,1,600,29.0
23116.0,17825,1,800,29.4
23116.0,17825,1,1000,29.5
23116.0,17825,1,1200,29.2
23116.0,17825,1,1400,29.4
23116.0,17825,1,1600,29.7
23116.0,17825,1,1800,29.8
23116.0,17825,1,2000,29.9
23116.0,17825,2,100,24.2
23116.0,17825,2,200,17.1
23116.0,17825,2,300,27.0
23116.0,17825,2,400,24.3
23112.0,17825,1,200,30.5
23112.0,17825,1,400,30.2
23112.0,17825,1,600,28.6
23112.0,17825,1,800,28.6
23112.0,17825,1,1000,28.5
23112.0,17825,1,1200,28.4
23112.0,17825,1,1400,28.2
23112.0,17825,1,1600,28.5
23112.0,17825,1,1800,28.7
23112.0,17825,1,2000,
23112.0,17825,2,100,20.2
23112.0,17825,2,200,16.4
23112.0,17825,2,300,16.4
23112.0,17825,2,400,16.2
,17825,1,200,30.0
,17825,1,400,29.1
,17825,1,600,28.7
,17825,1,800,30.3
,17825,1,1000,28.6
,17825,1,1200,28.7
,17825,1,1400,28.9
,17825,1,1600,28.1
,17825,1,1800,28.4
,17825,1,2000,28.3
,17825,2,100,
,17825,2,200,31.6
,17825,2,300,31.4
,17825,2,400,31.7
23122.0,17825,1,200,30.8
23122.0,17825,1,400,29.8
23122.0,17825,1,600,30.0
23122.0,17825,1,800,30.1
23122.0,17825,1,1000,28.9
23122.0,17825,1,1200,29.4
23122.0,17825,1,1400,29.5
23122.0,17825,1,1600,28.6
23122.0,17825,1,1800,28.2
23122.0,17825,1,2000,28.3
23122.0,17825,2,100,24.1
23122.0,17825,2,200,26.0
23122.0,17825,2,300,24.0
23122.0,17825,2,400,23.8
23123.0,12912,1,200,26.0
23123.0,12912,1,400,26.4
23123.0,12912,1,600,26.0
23123.0,12912,1,800,26.2
23123.0,12912,1,1000,26.1
23123.0,12912,1,1200,26.0
23123.0,12912,1,1400,26.4
23123.0,12912,1,1600,25.8
23123.0,12912,1,1800,26.3
23123.0,12912,1,2000,26.2
23123.0,12912,2,100,25.3
23123.0,12912,2,200,23.2
23123.0,12912,2,300,22.5
23123.0,12912,2,400,22.7
23113.0,12912,1,200,28.3
23113.0,12912,1,400,27.4
23113.0,12912,1,600,27.5
23113.0,12912,1,800,28.6
23113.0,12912,1,1000,29.7
23113.0,12912,1,1200,29.4
23113.0,12912,1,1400,28.7
23113.0,12912,1,1600,28.8
23113.0,12912,1,1800,29.0
23113.0,12912,1,2000,
23113.0,12912,2,100,19.5
23113.0,12912,2,200,19.0
23113.0,12912,2,300,19.1
23113.0,12912,2,400,19.0
23117.0,12912,1,200,32.8
23117.0,12912,1,400,32.1
23117.0,12912,1,600,24.7
23117.0,12912,1,800,24.6
23117.0,12912,1,1000,32.8
23117.0,12912,1,1200,32.5
23117.0,12912,1,1400,32.2
23117.0,12912,1,1600,32.5
23117.0,12912,1,1800,26.0
23117.0,12912,1,2000,32.6
23117.0,12912,2,100,
23117.0,12912,2,200,31.5
23117.0,12912,2,300,28.6
23117.0,12912,2,400,27.8
23114.0,14246,1,200,26.7
23114.0,14246,1,400,28.1
23114.0,14246,1,600,25.8
23114.0,14246,1,800,26.8
23114.0,14246,1,1000,25.9
23114.0,14246,1,1200,26.0
23114.0,14246,1,1400,25.2
23114.0,14246,1,1600,25.8
23114.0,14246,1,1800,25.6
23114.0,14246,1,2000,28.3
23114.0,14246,2,100,45.3
23114.0,14246,2,200,48.9
23114.0,14246,2,300,49.1
23114.0,14246,2,400,49.3
23118.0,14246,1,200,29.8
23118.0,14246,1,400,30.2
23118.0,14246,1,600,30.0
23118.0,14246,1,800,30.8
23118.0,14246,1,1000,29.6
23118.0,14246,1,1200,30.0
23118.0,14246,1,1400,29.4
23118.0,14246,1,1600,29.2
23118.0,14246,1,1800,29.5
23118.0,14246,1,2000,
23118.0,14246,2,100,56.6
23118.0,14246,2,200,52.6
23118.0,14246,2,300,51.1
23118.0,14246,2,400,52.6
23119.0,12912,1,200,32.2
23119.0,12912,1,400,31.3
23119.0,12912,1,600,31.3
23119.0,12912,1,800,31.4
23119.0,12912,1,1000,31.4
23119.0,12912,1,1200,31.3
23119.0,12912,1,1400,31.5
23119.0,12912,1,1600,31.4
23119.0,12912,1,1800,31.6
23119.0,12912,1,2000,
23119.0,12912,2,100,16.9
23119.0,12912,2,200,17.0
23119.0,12912,2,300,16.7
23119.0,12912,2,400,16.9
23120.0,17825,1,200,32.5
23120.0,17825,1,400,31.8
23120.0,17825,1,600,32.0
23120.0,17825,1,800,33.0
23120.0,17825,1,1000,33.7
23120.0,17825,1,1200,32.0
23120.0,17825,1,1400,31.7
23120.0,17825,1,1600,37.0
23120.0,17825,1,1800,31.9
23120.0,17825,1,2000,32.1
23120.0,17825,2,100,21.0
23120.0,17825,2,200,21.4
23120.0,17825,2,300,21.3
23120.0,17825,2,400,21.4
23121.0,14246,1,200,27.7
23121.0,14246,1,400,27.4
23121.0,14246,1,600,27.4
23121.0,14246,1,800,27.3
23121.0,14246,1,1000,27.4
23121.0,14246,1,1200,27.4
23121.0,14246,1,1400,27.7
23121.0,14246,1,1600,27.8
23121.0,14246,1,1800,27.2
23121.0,14246,1,2000,27.3
23121.0,14246,2,100,45.3
23121.0,14246,2,200,44.6
23121.0,14246,2,300,43.9
23121.0,14246,2,400,44.2
23129.0,12912,1,200,30.9
23129.0,12912,1,400,30.1
23129.0,12912,1,600,29.9
23129.0,12912,1,800,30.2
23129.0,12912,1,1000,30.6
23129.0,12912,1,1200,30.3
23129.0,12912,1,1400,30.6
23129.0,12912,1,1600,30.6
23129.0,12912,1,1800,30.4
23129.0,12912,1,2000,28.7
23129.0,12912,2,100,22.9
23129.0,12912,2,200,20.1
23129.0,12912,2,300,21.0
23129.0,12912,2,400,20.7
23130.0,14246,1,200,31.3
23130.0,14246,1,400,31.8
23130.0,14246,1,600,31.4
23130.0,14246,1,800,30.6
23130.0,14246,1,1000,31.3
23130.0,14246,1,1200,31.4
23130.0,14246,1,1400,31.0
23130.0,14246,1,1600,31.0
23130.0,14246,1,1800,31.0
23130.0,14246,1,2000,31.8
23130.0,14246,2,100,38.5
23130.0,14246,2,200,38.2
23130.0,14246,2,300,38.1
23130.0,14246,2,400,38.6
23124.0,14246,1,200,28.6
23124.0,14246,1,400,28.8
23124.0,14246,1,600,29.0
23124.0,14246,1,800,28.8
23124.0,14246,1,1000,26.5
23124.0,14246,1,1200,27.6
23124.0,14246,1,1400,28.6
23124.0,14246,1,1600,29.0
23124.0,14246,1,1800,28.6
23124.0,14246,1,2000,
23124.0,14246,2,100,28.8
23124.0,14246,2,200,29.0
23124.0,14246,2,300,29.4
23124.0,14246,2,400,29.5
23125.0,17825,1,200,32.1
23125.0,17825,1,400,32.2
23125.0,17825,1,600,31.8
23125.0,17825,1,800,32.6
23125.0,17825,1,1000,32.7
23125.0,17825,1,1200,31.4
23125.0,17825,1,1400,32.0
23125.0,17825,1,1600,32.1
23125.0,17825,1,1800,32.0
23125.0,17825,1,2000,
23125.0,17825,2,100,20.9
23125.0,17825,2,200,20.2
23125.0,17825,2,300,18.0
23125.0,17825,2,400,20.3
23126.0,17825,1,200,32.2
23126.0,17825,1,400,31.8
23126.0,17825,1,600,32.5
23126.0,17825,1,800,32.7
23126.0,17825,1,1000,32.3
23126.0,17825,1,1200,33.0
23126.0,17825,1,1400,32.2
23126.0,17825,1,1600,32.7
23126.0,17825,1,1800,32.0
23126.0,17825,1,2000,32.5
23126.0,17825,2,100,34.7
23126.0,17825,2,200,34.3
23126.0,17825,2,300,34.6
23126.0,17825,2,400,34.4
23127.0,12912,1,200,29.0
23127.0,12912,1,400,28.7
23127.0,12912,1,600,28.8
23127.0,12912,1,800,28.5
23127.0,12912,1,1000,28.6
23127.0,12912,1,1200,28.4
23127.0,12912,1,1400,28.6
23127.0,12912,1,1600,28.0
23127.0,12912,1,1800,28.7
23127.0,12912,1,2000,28.4
23127.0,12912,2,100,29.1
23127.0,12912,2,200,29.8
23127.0,12912,2,300,29.4
23127.0,12912,2,400,30.0
23134.0,14246,1,200,28.9
23134.0,14246,1,400,29.6
23134.0,14246,1,600,29.4
23134.0,14246,1,800,29.1
23134.0,14246,1,1000,28.2
23134.0,14246,1,1200,27.9
23134.0,14246,1,1400,27.9
23134.0,14246,1,1600,27.8
23134.0,14246,1,1800,27.9
23134.0,14246,1,2000,27.8
23134.0,14246,2,100,34.1
23134.0,14246,2,200,38.6
23134.0,14246,2,300,39.8
23134.0,14246,2,400,37.1
23135.0,17825,1,200,32.0
23135.0,17825,1,400,32.2
23135.0,17825,1,600,33.0
23135.0,17825,1,800,32.2
23135.0,17825,1,1000,31.9
23135.0,17825,1,1200,31.8
23135.0,17825,1,1400,32.2
23135.0,17825,1,1600,32.0
23135.0,17825,1,1800,31.9
23135.0,17825,1,2000,32.1
