Lote;Fecha;Turbidez;Viabilidad;
23092;2023-10-02 16:45:00;17,4;6,75E+06;
23092;2023-10-02 20:45:00;17,9;1,90E+07;
23092;2023-10-03 06:45:00;24,3;6,30E+07;
23092;2023-10-03 08:00:00;25,6;9,57E+07;
23094;2023-10-09 07:00:00;21,5;4,69E+07;
23094;2023-10-09 08:00:00;21,8;5,32E+07;
23094;2023-10-09 10:00:00;21,9;5,55E+07;
23094;2023-10-09 12:00:00;22,7;9,09E+07;
23094;2023-10-09 12:25:00;23,4;8,80E+07;
23095;2023-10-09 07:00:00;21,5;4,69E+07;
23095;2023-10-09 08:00:00;21,8;5,32E+07;
23095;2023-10-09 10:00:00;21,9;5,55E+07;
23095;2023-10-09 12:00:00;22,7;9,09E+07;
23095;2023-10-09 12:25:00;23,4;8,80E+07;
23096;2023-10-16 08:00:00;16,6;5,13E+06;
23096;2023-10-16 12:00:00;16,7;6,17E+06;
23096;2023-10-16 16:00:00;17,2;8,01E+06;
23096;2023-10-16 20:00:00;17,5;1,43E+07;
23096;2023-10-17 07:00:00;26,6;4,70E+07;
23096;2023-10-17 08:30:00;28,5;9,12E+07;
23097;2023-10-16 08:00:00;17,3;5,60E+06;
23097;2023-10-16 12:00:00;17,7;6,46E+06;
23097;2023-10-16 16:00:00;18,6;8,85E+06;
23097;2023-10-16 20:00:00;18,6;1,42E+07;
23097;2023-10-17 07:00:00;25,8;4,33E+07;
23097;2023-10-17 08:30:00;30,8;8,96E+07;
23098;2023-10-16 08:00:00;16,6;5,13E+06;
23098;2023-10-16 12:00:00;16,7;6,17E+06;
23098;2023-10-16 16:00:00;17,2;8,01E+06;
23098;2023-10-16 20:00:00;17,5;1,43E+07;
23098;2023-10-17 07:00:00;26,6;4,70E+07;
23098;2023-10-17 08:30:00;28,5;9,12E+07;
23099;2023-10-22 08:30:00;16,8;2,63E+06;
23099;2023-10-23 07:30:00;28,9;5,64E+07;
23099;2023-10-23 08:40:00;28,6;7,00E+07;
23099;2023-10-23 09:40:00;30,0;8,17E+07;
23100;2023-10-22 08:30:00;16,8;2,63E+06;
23100;2023-10-23 07:30:00;28,9;5,64E+07;
23100;2023-10-23 08:40:00;28,6;7,00E+07;
23100;2023-10-23 09:40:00;30,0;8,17E+07;
23101;2023-10-23 07:30:00;15,0;3,49E+06;
23101;2023-10-23 12:00:00;15,0;5,61E+06;
23101;2023-10-23 16:00:00;15,3;7,12E+06;
23101;2023-10-23 20:00:00;15,8;1,17E+07;
23101;2023-10-24 06:30:00;23,3;8,24E+07;
23102;2023-10-23 07:30:00;15,0;3,49E+06;
23102;2023-10-23 12:00:00;15,0;5,61E+06;
23102;2023-10-23 16:00:00;15,3;7,12E+06;
23102;2023-10-23 20:00:00;15,8;1,17E+07;
23102;2023-10-24 06:30:00;23,3;8,24E+07;
23103;2023-10-30 09:45:00;15,1;5,55E+06;
23103;2023-10-30 13:45:00;15,4;8,43E+06;
23103;2023-10-30 17:45:00;15,7;1,10E+07;
23103;2023-10-31 08:20:00;22,2;6,66E+07;
23103;2023-10-31 09:20:00;23,1;7,23E+07;
23103;2023-10-31 10:15:00;23,5;8,31E+07;
23104;2023-10-30 10:00:00;16,2;5,67E+06;
23104;2023-10-30 14:00:00;16,6;9,04E+06;
23104;2023-10-30 18:00:00;17,8;1,29E+07;
23104;2023-10-31 08:20:00;27,8;9,01E+07;
23105;2023-10-30 09:45:00;15,1;5,55E+06;
23105;2023-10-30 13:45:00;15,4;8,43E+06;
23105;2023-10-30 17:45:00;15,7;1,10E+07;
23105;2023-10-31 08:20:00;22,2;6,66E+07;
23105;2023-10-31 09:20:00;23,1;7,23E+07;
23105;2023-10-31 10:15:00;23,5;8,31E+07;
23108;2023-11-05 09:30:00;16,6;2,25E+06;
23108;2023-11-06 08:30:00;28,9;9,89E+07;
23109;2023-11-05 09:30:00;16,6;2,25E+06;
23109;2023-11-06 08:30:00;28,9;9,89E+07;
23110;2023-11-06 12:40:00;16,2;6,53E+06;
23110;2023-11-06 16:40:00;16,5;8,85E+06;
23110;2023-11-06 20:40:00;16,6;1,25E+07;
23110;2023-11-07 07:00:00;21,0;5,05E+07;
23110;2023-11-07 11:00:00;25,8;8,43E+07;
23111;2023-11-06 16:40:00;16,5;8,85E+06;
23111;2023-11-06 20:40:00;16,6;1,25E+07;
23111;2023-11-07 07:00:00;21,0;5,05E+07;
23111;2023-11-07 11:00:00;25,8;8,43E+07;
23112;2023-11-12 09:35:00;16,5;2,96E+06;
23112;2023-11-13 08:30:00;27,6;9,79E+07;
23113;2023-11-12 09:35:00;16,5;2,96E+06;
23113;2023-11-13 08:30:00;27,6;9,79E+07;
23114;2023-11-13 07:45:00;14,9;5,80E+06;
23114;2023-11-13 11:45:00;15,0;8,32E+06;
23114;2023-11-13 15:45:00;16,2;1,23E+07;
23114;2023-11-13 19:45:00;16,7;2,19E+07;
23114;2023-11-14 06:30:00;26,2;1,04E+08;
P23462;2023-11-13 07:45:00;13,0;5,98E+06;
P23462;2023-11-13 11:45:00;13,6;1,00E+07;
P23462;2023-11-13 15:45:00;14,8;1,57E+07;
P23462;2023-11-13 19:45:00;15,9;3,01E+07;
P23462;2023-11-14 06:40:00;25,5;1,43E+08;
23117;2023-11-13 07:45:00;14,9;5,80E+06;
23117;2023-11-13 11:45:00;15,0;8,32E+06;
23117;2023-11-13 15:45:00;16,2;1,23E+07;
23117;2023-11-13 19:45:00;16,7;2,19E+07;
23117;2023-11-14 06:30:00;26,2;1,04E+08;
23118;2023-11-19 07:00:00;16,9;2,22E+06;
23118;2023-11-20 06:50:00;26,6;1,04E+08;
23119;2023-11-19 07:00:00;16,9;2,22E+06;
23119;2023-11-20 06:50:00;26,6;1,04E+08;
23120;2023-11-20 08:00:00;16,2;5,69E+06;
23120;2023-11-20 12:00:00;16,3;9,79E+06;
23120;2023-11-20 16:00:00;17,0;2,04E+07;
23120;2023-11-20 20:00:00;18,2;2,08E+07;
23120;2023-11-21 07:00:00;26,8;1,05E+08;
23121;2023-11-20 08:00:00;11,2;6,14E+06;
23121;2023-11-20 12:00:00;11,8;1,53E+07;
23121;2023-11-20 16:00:00;12,9;1,21E+07;
23121;2023-11-20 20:00:00;14,0;3,46E+07;
23121;2023-11-21 07:00:00;24,4;1,43E+08;
23124;2023-11-26 07:40:00;15,9;2,82E+06;
23124;2023-11-27 06:40:00;25,5;8,85E+07;
23125;2023-11-26 07:40:00;15,9;2,82E+06;
23125;2023-11-27 06:40:00;25,5;8,85E+07;
23126;2023-11-27 07:30:00;14,0;8,09E+06;
23126;2023-11-27 11:30:00;14,1;1,57E+07;
23126;2023-11-27 15:30:00;15,2;2,01E+07;
23126;2023-11-27 19:30:00;16,4;3,62E+07;
23126;2023-11-28 06:30:00;28,5;1,34E+08;
23127;2023-11-27 07:30:00;14,0;8,09E+06;
23127;2023-11-27 11:30:00;14,1;1,57E+07;
23127;2023-11-27 15:30:00;15,2;2,01E+07;
23127;2023-11-27 19:30:00;16,4;3,62E+07;
23127;2023-11-28 06:30:00;28,5;1,34E+08;
23131;2023-12-03 07:00:00;15,4;2,31E+06;
23131;2023-12-04 06:45:00;22,3;1,45E+08;
23132;2023-12-03 07:00:00;15,6;2,82E+06;
23132;2023-12-04 06:45:00;25,0;1,01E+08;
23133;2023-12-03 07:00:00;15,6;2,82E+06;
23133;2023-12-04 06:45:00;25,0;1,01E+08;
23136;2023-12-17 07:45:00;15,7;2,39E+06;
23136;2023-12-18 07:00:00;26,6;1,22E+08;
23136;2023-12-18 13:00:00;32,6;1,67E+08;
23137;2023-12-17 07:45:00;15,7;2,39E+06;
23137;2023-12-18 07:00:00;26,6;1,22E+08;
23137;2023-12-18 13:00:00;32,6;1,67E+08;
23138;2023-12-18 07:40:00;12,9;4,53E+06;
23138;2023-12-18 11:40:00;12,7;7,76E+06;
23138;2023-12-18 15:40:00;13,2;9,68E+06;
23138;2023-12-18 19:40:00;13,7;1,03E+07;
23138;2023-12-19 07:00:00;18,1;2,51E+07;
23138;2023-12-19 08:00:00;18,5;3,42E+07;
23138;2023-12-19 09:30:00;19,4;4,19E+07;
23138;2023-12-19 11:00:00;20,2;4,29E+07;
23138;2023-12-19 12:40:00;21,8;5,68E+07;
23139;2023-12-18 07:40:00;12,9;4,53E+06;
23139;2023-12-18 11:40:00;12,7;7,76E+06;
23139;2023-12-18 15:40:00;13,2;9,68E+06;
23139;2023-12-18 19:40:00;13,7;1,03E+07;
23139;2023-12-19 07:00:00;18,1;2,51E+07;
23139;2023-12-19 08:00:00;18,5;3,42E+07;
23139;2023-12-19 09:30:00;19,4;4,19E+07;
23139;2023-12-19 11:00:00;20,2;4,29E+07;
23139;2023-12-19 12:40:00;21,8;5,68E+07;
23002;2024-01-16 09:00:00;13,7;2,18E+06;
23002;2024-01-16 13:00:00;14,1;4,94E+06;
23002;2024-01-16 17:00:00;14,3;7,46E+06;
23002;2024-01-16 20:30:00;14,3;1,09E+07;
23002;2024-01-17 07:00:00;17,8;6,09E+07;
23002;2024-01-17 09:00:00;19,4;8,91E+07;
24003;2024-01-16 09:00:00;13,7;2,18E+06;
24003;2024-01-16 13:00:00;14,1;4,94E+06;
24003;2024-01-16 17:00:00;14,3;7,46E+06;
24003;2024-01-16 20:30:00;14,3;1,09E+07;
24003;2024-01-17 07:00:00;17,8;6,09E+07;
24003;2024-01-17 09:00:00;19,4;8,91E+07;
24005;2024-01-19 08:00:00;15,3;6,62E+06;
24005;2024-01-19 12:00:00;15,8;1,20E+07;
24005;2024-01-19 15:30:00;15,8;1,46E+07;
24005;2024-01-19 19:00:00;17,0;2,47E+07;
24005;2024-01-20 07:15:00;30,5;7,83E+07;
24004;2024-01-15 07:35:00;14,5;3,56E+06;
24004;2024-01-15 11:35:00;14,8;6,17E+06;
24004;2024-01-15 15:35:00;15,2;9,33E+06;
24004;2024-01-15 19:35:00;16,4;1,30E+07;
24004;2024-01-16 06:40:00;21,6;5,41E+07;
24004;2024-01-16 09:10:00;22,8;6,86E+07;
24004;2024-01-16 11:00:00;24,5;7,91E+07;
24006;2024-01-15 11:35:00;14,8;6,17E+06;
24006;2024-01-15 15:35:00;15,2;9,33E+06;
24006;2024-01-15 19:35:00;16,4;1,30E+07;
24006;2024-01-16 06:40:00;21,6;5,41E+07;
24006;2024-01-16 09:10:00;22,8;6,86E+07;
24006;2024-01-16 11:00:00;24,5;7,91E+07;
24007;2024-01-19 08:00:00;14,4;3,49E+06;
24007;2024-01-19 12:00:00;14,7;1,03E+07;
24007;2024-01-19 15:30:00;15,0;1,39E+07;
24007;2024-01-19 19:00:00;15,8;2,11E+07;
24007;2024-01-20 07:15:00;32,9;7,95E+07;
24008;2024-01-19 08:00:00;14,4;3,49E+06;
24008;2024-01-19 12:00:00;14,7;1,03E+07;
24008;2024-01-19 15:30:00;15,0;1,39E+07;
24008;2024-01-19 19:00:00;15,8;2,11E+07;
24008;2024-01-20 07:15:00;32,9;7,95E+07;
24009;2024-02-22 07:45:00;14,4;6,10E+06;
24009;2024-01-22 10:48:00;14,6;1,11E+07;
24009;2024-01-22 15:45:00;15,2;1,55E+07;
24009;2024-01-22 19:45:00;16,2;2,62E+07;
24009;2024-01-23 06:20:00;23,7;9,15E+07;
24012;2024-02-22 07:45:00;14,4;6,10E+06;
24012;2024-01-22 10:48:00;14,6;1,11E+07;
24012;2024-01-22 15:45:00;15,2;1,55E+07;
24012;2024-01-22 19:45:00;16,2;2,62E+07;
24012;2024-01-23 06:20:00;23,7;9,15E+07;
24010;2024-01-26 07:30:00;15,5;3,69E+06;
24010;2024-01-26 11:30:00;15,8;8,13E+06;
24010;2024-01-26 15:30:00;16,5;1,18E+07;
24010;2024-01-26 19:15:00;17,2;2,31E+07;
24010;2024-01-27 06:20:00;30,6;9,55E+07;
24020;2024-01-26 07:30:00;15,5;3,69E+06;
24020;2024-01-26 11:30:00;15,8;8,13E+06;
24020;2024-01-26 15:30:00;16,5;1,18E+07;
24020;2024-01-26 19:15:00;17,2;2,31E+07;
24020;2024-01-27 06:20:00;30,6;9,55E+07;
24019;2024-02-02 08:00:00;14,3;6,45E+06;
24019;2024-02-03 06:00:00;19,4;1,10E+07;
24019;2024-02-03 07:00:00;26,5;1,01E+08;
24021;2024-02-02 08:00:00;15,5;6,04E+06;
24021;2024-02-03 06:00:00;26,5;1,01E+08;
24014;2024-02-09 08:00:00;12,2;7,97E+06;
24014;2024-02-10 07:00:00;17,7;3,71E+07;
24027;2024-02-09 08:00:00;12,2;7,97E+06;
24027;2024-02-10 07:00:00;17,7;3,71E+07;
24031;2024-02-16 07:45:00;15,0;7,46E+06;
24031;2024-02-17 06:45:00;26,2;5,73E+07;
24031;2024-02-17 07:45:00;29,0;6,66E+07;
24035;2024-03-01 07:20:00;14,1;9,09E+06;
24035;2024-03-02 06:45:00;20,9;8,83E+07;
24036;2024-03-01 07:20:00;14,1;9,09E+06;
24036;2024-03-02 06:45:00;20,9;8,83E+07;
24041;2024-03-08 07:30:00;13,3;6,41E+06;
24041;2024-03-09 07:20:00;23,7;1,41E+08;
24041;2024-03-09 07:55:00;24,6;1,35E+08;
24042;2024-03-08 07:30:00;13,3;6,41E+06;
24042;2024-03-09 07:20:00;23,7;1,41E+08;
24042;2024-03-09 07:55:00;24,6;1,35E+08;
24043;2024-03-11 07:35:00;13,8;6,10E+06;
24043;2024-03-11 20:00:00;16,2;2,62E+07;
24043;2024-03-12 07:00:00;23,2;1,10E+08;
24045;2024-03-11 07:35:00;13,8;6,10E+06;
24045;2024-03-11 20:00:00;16,2;2,62E+07;
24045;2024-03-12 07:00:00;23,2;1,10E+08;
24044;2024-03-15 07:25:00;14,8;6,69E+06;
24044;2024-03-16 07:17:00;25,2;1,01E+08;
24044;2024-03-16 08:15:00;25,3;1,05E+08;
24049;2024-03-15 07:25:00;14,8;6,69E+06;
24049;2024-03-16 07:17:00;25,2;1,01E+08;
24049;2024-03-16 08:15:00;25,3;1,05E+08;
24050;2024-03-22 07:15:00;14,7;5,60E+06;
24050;2024-03-23 07:00:00;25,3;9,87E+07;
24050;2024-03-23 08:00:00;25,9;1,03E+08;
24051;2024-03-22 07:15:00;14,7;5,60E+06;
24051;2024-03-23 07:00:00;25,3;9,87E+07;
24051;2024-03-23 08:00:00;25,9;1,03E+08;
24054;2024-04-15 07:30:00;13,3;6,20E+06;
24054;2024-04-16 06:45:00;23,2;1,15E+08;
24054;2024-04-16 07:30:00;24,2;1,22E+08;
24055;2024-04-12 07:10:00;13,5;6,54E+06;
24055;2024-04-13 06:45:00;23,8;1,39E+08;
24055;2024-04-13 07:30:00;25,6;1,59E+08;
24056;2024-04-12 07:10:00;13,5;6,54E+06;
24056;2024-04-13 06:45:00;23,8;1,39E+08;
24056;2024-04-13 07:30:00;25,6;1,59E+08;
24057;2024-04-15 07:30:00;13,3;6,20E+06;
24057;2024-04-16 06:45:00;23,2;1,15E+08;
24057;2024-04-16 07:30:00;24,2;1,22E+08;
24060;2024-04-19 07:30:00;14,9;7,22E+06;
24060;2024-04-20 07:30:00;24,2;1,10E+08;
24060;2024-04-20 08:00:00;26,6;1,26E+08;
24061;2024-04-19 07:30:00;14,9;7,22E+06;
24061;2024-04-20 07:30:00;24,2;1,10E+08;
24061;2024-04-20 08:00:00;26,6;1,26E+08;
24063;2024-04-22 07:30:00;14,2;5,27E+06;
24063;2024-04-23 06:30:00;19,6;5,79E+07;
24063;2024-04-23 08:00:00;20,8;6,66E+07;
24063;2024-04-23 09:00:00;21,0;7,73E+07;
24063;2024-04-23 09:45:00;20,8;7,26E+07;
24064;2024-04-22 07:30:00;14,2;5,27E+06;
24064;2024-04-23 06:30:00;19,6;5,79E+07;
24064;2024-04-23 08:00:00;20,8;6,66E+07;
24064;2024-04-23 09:00:00;21,0;7,73E+07;
24064;2024-04-23 09:45:00;20,8;7,26E+07;
24067;2024-04-26 07:45:00;17,0;5,98E+05;
24067;2024-04-27 07:00:00;24,2;1,23E+08;
24067;2024-04-27 08:30:00;25,1;6,95E+07;
24067;2024-04-27 09:00:00;26,4;6,01E+07;
24067;2024-04-27 09:15:00;NA;8,48E+07;
24067;2024-04-27 10:00:00;26,4;1,23E+08;
24070;2024-04-26 07:45:00;17,0;5,98E+05;
24070;2024-04-27 07:00:00;24,2;4,82E+07;
24070;2024-04-27 08:30:00;25,1;6,95E+07;
24070;2024-04-27 09:00:00;26,4;6,01E+07;
24070;2024-04-27 09:15:00;NA;8,48E+07;
24070;2024-04-27 10:00:00;26,4;1,23E+08;
24071;2024-04-29 07:50:00;17,8;8,37E+05;
24071;2024-04-30 06:45:00;26,0;5,22E+07;
24071;2024-04-30 08:00:00;26,8;6,56E+07;
24071;2024-04-30 09:00:00;27,4;8,42E+07;
24072;2024-05-13 08:20:00;13,0;3,90E+06;
24072;2024-05-14 07:00:00;23,8;1,33E+08;
24072;2024-05-14 08:00:00;24,3;1,45E+08;
24073;2024-05-13 08:00:00;13,8;5,81E+06;
24073;2024-05-14 07:00:00;23,8;1,26E+08;
24073;2024-05-14 08:00:00;24,3;1,43E+08;
24075;2024-05-13 08:00:00;13,8;5,81E+06;
24075;2024-05-14 07:00:00;23,8;1,26E+08;
24075;2024-05-14 08:00:00;24,3;1,43E+08;
24074;2024-05-17 07:20:00;14,1;6,14E+06;
24074;2024-05-18 06:45:00;22,5;1,29E+08;
24074;2024-05-18 07:30:00;23,7;1,30E+08;
24076;2024-05-17 07:20:00;14,1;6,14E+06;
24076;2024-05-18 06:45:00;22,5;1,29E+08;
24076;2024-05-18 07:30:00;23,7;1,30E+08;
24077;2024-05-20 07:20:00;16,2;5,18E+06;
24077;2024-05-21 06:30:00;26,5;1,23E+08;
24078;2024-05-20 07:20:00;16,2;5,18E+06;
24078;2024-05-21 06:30:00;26,5;1,23E+08;
24083;2024-05-24 07:40:00;14,1;1,67E+06;
24083;2024-05-25 06:10:00;21,4;7,50E+07;
24083;2024-05-25 07:45:00;24,8;1,37E+08;
24083;2024-05-25 08:45:00;26,3;1,25E+08;
24084;2024-05-24 07:40:00;14,1;1,67E+06;
24084;2024-05-25 06:10:00;21,4;7,50E+07;
24084;2024-05-25 07:45:00;24,8;1,37E+08;
24084;2024-05-25 08:45:00;26,3;1,25E+08;
24085;2024-05-27 08:10:00;16,2;6,64E+06;
24085;2024-05-28 06:30:00;25,7;9,87E+07;
24085;2024-05-28 07:30:00;25,5;1,22E+08;
24081;2024-05-27 08:10:00;16,2;6,64E+06;
24081;2024-05-28 06:30:00;25,7;9,87E+07;
24081;2024-05-28 07:30:00;25,5;1,22E+08;
24088;2024-05-31 07:45:00;16,0;5,09E+06;
24088;2024-06-01 06:40:00;23,8;1,29E+08;
24088;2024-06-01 07:25:00;25,5;1,30E+08;
24089;2024-05-31 07:45:00;16,0;5,09E+06;
24089;2024-06-01 06:40:00;23,8;1,29E+08;
24089;2024-06-01 07:25:00;25,5;1,30E+08;
24091;2024-06-03 07:05:00;17,2;5,63E+06;
24091;2024-06-04 06:20:00;25,6;1,04E+08;
24092;2024-06-03 07:05:00;17,2;5,63E+06;
24092;2024-06-04 06:20:00;25,6;1,04E+08;
24095;2024-06-10 07:30:00;12,1;3,53E+06;
24095;2024-06-11 06:15:00;21,4;6,64E+07;
24095;2024-06-11 07:15:00;21,4;8,32E+07;
24097;2024-06-10 07:30:00;12,1;3,53E+06;
24097;2024-06-11 06:15:00;21,4;6,64E+07;
24097;2024-06-11 07:15:00;21,4;8,32E+07;
24098;2024-06-14 08:15:00;17,4;6,91E+06;
24098;2024-06-15 08:00:00;27,6;4,27E+07;
24098;2024-06-15 09:20:00;28,2;4,88E+07;
24098;2024-06-15 10:20:00;28,7;4,87E+07;
24098;2024-06-15 10:45:00;29,6;5,42E+07;
24101;2024-06-28 07:20:00;16,2;5,61E+06;
24101;2024-06-29 06:30:00;28,1;9,09E+07;
24103;2024-06-28 07:20:00;16,2;5,61E+06;
24103;2024-06-29 06:30:00;28,1;9,09E+07;
24105;2024-07-01 07:10:00;14,4;5,81E+06;
24105;2024-07-02 06:30:00;25,0;7,36E+07;
24105;2024-07-02 07:30:00;26,3;8,21E+07;
24104;2024-07-01 07:10:00;14,4;5,81E+06;
24104;2024-07-02 06:30:00;25,0;7,36E+07;
24104;2024-07-02 07:30:00;26,3;8,21E+07;
24111;2024-07-05 07:15:00;17,5;2,17E+06;
24111;2024-07-06 06:15:00;27,6;8,04E+07;
24111;2024-07-06 07:00:00;28,1;9,28E+07;
24108;2024-07-05 07:15:00;17,5;2,17E+06;
24108;2024-07-06 06:15:00;27,6;8,04E+07;
24108;2024-07-06 07:00:00;28,1;9,28E+07;
